wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,direction
316,260,284,340,,,,,,,,,2
324,252,276,348,,,,,,,,,2
332,244,268,356,,,,,,,,,2
340,236,260,364,,,,,,,,,2
348,228,252,372,,,,,,,,,2
356,220,244,380,,,,,,,,,2
356,212,244,388,,,,,0.0,0.0,0.0,1.0,2
356,204,244,396,,,,,0.0,0.0,0.0,1.0,2
356,196,244,404,,,,,0.0,0.0,0.0,1.0,2
356,188,244,412,,,,,0.0,0.0,0.0,1.0,2
356,180,244,420,,,,,0.0,0.0,0.0,1.0,2
356,172,244,428,,,,,0.0,0.0,0.0,1.0,2
356,164,244,436,,,,,0.0,0.0,0.0,1.0,2
356,156,244,444,,,,,0.0,0.0,0.0,1.0,2
356,148,244,452,,,,,0.0,0.0,0.0,1.0,2
356,140,244,460,,,,,0.0,0.0,0.0,1.0,2
356,132,244,468,,,,,0.0,0.0,0.0,1.0,2
356,124,244,476,,,,,0.0,0.0,0.0,1.0,2
356,116,244,484,,,,,0.0,0.0,0.0,1.0,2
356,108,244,492,,,,,0.0,0.0,0.0,1.0,2
356,100,244,500,,,,,0.0,0.0,0.0,1.0,2
356,92,244,508,,,,,0.0,0.0,0.0,1.0,2
356,84,244,516,,,,,0.0,0.0,0.0,1.0,2
356,76,244,524,,,,,0.0,0.0,0.0,1.0,2
356,68,244,532,,,,,0.0,0.0,0.0,1.0,2
356,60,244,540,,,,,0.0,0.0,0.0,1.0,2
356,52,244,548,,,,,0.0,0.0,0.0,1.0,3
348,60,252,540,,,,,0.0,0.0,1.0,0.0,3
340,68,260,532,,,,,0.0,0.0,1.0,0.0,3
332,76,268,524,,,,,0.0,0.0,1.0,0.0,3
324,84,276,516,,,,,0.0,0.0,1.0,0.0,3
316,92,284,508,,,,,0.0,0.0,1.0,0.0,3
308,100,292,500,,,,,0.0,0.0,1.0,0.0,3
300,108,300,492,,,,,0.0,0.0,1.0,0.0,3
292,116,308,484,,,,,0.0,0.0,1.0,0.0,3
284,124,316,476,,,,,0.0,0.0,1.0,0.0,3
276,132,324,468,,,,,0.0,0.0,1.0,0.0,3
268,140,332,460,,,,,,,,,3
260,148,340,452,,,,,,,,,3
252,156,348,444,,,,,,,,,3
244,164,356,436,,,,,,,,,3
236,172,364,428,,,,,,,,,3
228,180,372,420,,,,,,,,,3
220,188,380,412,,,,,,,,,3
212,196,388,404,,,,,,,,,3
204,204,396,396,,,,,,,,,3
196,212,404,388,,,,,,,,,3
188,220,412,380,,,,,,,,,3
180,228,420,372,,,,,,,,,3
172,236,428,364,,,,,,,,,2
172,244,428,356,,,,,0.0,1.0,0.0,0.0,2
172,252,428,348,,,,,0.0,1.0,0.0,0.0,2
172,260,428,340,,,,,0.0,1.0,0.0,0.0,2
172,268,428,332,,,,,0.0,1.0,0.0,0.0,2
172,276,428,324,,,,,0.0,1.0,0.0,0.0,2
172,284,428,316,,,,,0.0,1.0,0.0,0.0,2
172,292,428,308,,,,,0.0,1.0,0.0,0.0,2
172,300,428,300,,,,,0.0,1.0,0.0,0.0,2
172,308,428,292,,,,,0.0,1.0,0.0,0.0,2
172,316,428,284,,,,,0.0,1.0,0.0,0.0,2
172,324,428,276,,,,,0.0,1.0,0.0,0.0,2
172,332,428,268,,,,,0.0,1.0,0.0,0.0,2
172,340,428,260,,,,,0.0,1.0,0.0,0.0,2
172,348,428,252,,,,,0.0,1.0,0.0,0.0,2
172,356,428,244,,,,,0.0,1.0,0.0,0.0,2
172,364,428,236,,,,,0.0,1.0,0.0,0.0,2
172,372,428,228,,,,,0.0,1.0,0.0,0.0,2
172,380,428,220,,,,,0.0,1.0,0.0,0.0,2
172,388,428,212,,,,,0.0,1.0,0.0,0.0,2
172,396,428,204,,,,,0.0,1.0,0.0,0.0,2
172,404,428,196,,,,,0.0,1.0,0.0,0.0,2
172,412,428,188,,,,,0.0,1.0,0.0,0.0,2
172,420,428,180,,,,,0.0,1.0,0.0,0.0,2
172,428,428,172,,,,,0.0,1.0,0.0,0.0,2
172,436,428,164,,,,,0.0,1.0,0.0,0.0,2
172,444,428,156,,,,,0.0,1.0,0.0,0.0,2
172,452,428,148,,,,,0.0,1.0,0.0,0.0,2
172,460,428,140,,,,,0.0,1.0,0.0,0.0,2
172,468,428,132,,,,,0.0,1.0,0.0,0.0,2
172,476,428,124,,,,,0.0,1.0,0.0,0.0,2
172,484,428,116,,,,,0.0,1.0,0.0,0.0,2
180,476,420,124,,,,,1.0,0.0,0.0,0.0,2
188,468,412,132,,,,,1.0,0.0,0.0,0.0,2
196,460,404,140,,,,,1.0,0.0,0.0,0.0,2
204,452,396,148,,,,,1.0,0.0,0.0,0.0,2
212,444,388,156,,,,,1.0,0.0,0.0,0.0,2
220,436,380,164,,,,,1.0,0.0,0.0,0.0,2
228,428,372,172,,,,,1.0,0.0,0.0,0.0,2
236,420,364,180,,,,,1.0,0.0,0.0,0.0,2
244,412,356,188,,,,,1.0,0.0,0.0,0.0,2
252,404,348,196,,,,,1.0,0.0,0.0,0.0,2
260,396,340,204,,,,,,,,,2
268,388,332,212,,,,,,,,,2
276,380,324,220,,,,,,,,,2
284,372,316,228,,,,,,,,,2
292,364,308,236,,,,,,,,,2
300,356,300,244,,,,,,,,,2
308,348,292,252,,,,,,,,,2
316,340,284,260,,,,,,,,,2
324,340,276,260,,,,,1.0,0.0,0.0,0.0,2
332,340,268,260,,,,,1.0,0.0,0.0,0.0,2
340,340,260,260,,,,,1.0,0.0,0.0,0.0,2
348,340,252,260,,,,,1.0,0.0,0.0,0.0,2
356,340,244,260,,,,,1.0,0.0,0.0,0.0,2
364,340,236,260,,,,,1.0,0.0,0.0,0.0,2
372,340,228,260,,,,,1.0,0.0,0.0,0.0,2
380,340,220,260,,,,,1.0,0.0,0.0,0.0,2
388,340,212,260,,,,,1.0,0.0,0.0,0.0,2
396,340,204,260,,,,,1.0,0.0,0.0,0.0,2
404,340,196,260,,,,,1.0,0.0,0.0,0.0,2
412,340,188,260,,,,,1.0,0.0,0.0,0.0,2
420,340,180,260,,,,,1.0,0.0,0.0,0.0,2
428,340,172,260,,,,,1.0,0.0,0.0,0.0,2
436,340,164,260,,,,,1.0,0.0,0.0,0.0,2
444,340,156,260,,,,,1.0,0.0,0.0,0.0,2
452,340,148,260,,,,,1.0,0.0,0.0,0.0,2
460,340,140,260,,,,,1.0,0.0,0.0,0.0,2
468,340,132,260,,,,,1.0,0.0,0.0,0.0,2
476,340,124,260,,,,,1.0,0.0,0.0,0.0,2
484,340,116,260,,,,,1.0,0.0,0.0,0.0,2
492,332,108,268,,,,,,,,,2
500,324,100,276,,,,,,,,,2
508,316,92,284,,,,,,,,,2
516,308,84,292,,,,,,,,,2
524,300,76,300,,,,,,,,,2
532,292,68,308,,,,,,,,,2
540,284,60,316,,,,,,,,,2
548,276,52,324,,,,,,,,,2
556,268,44,332,,,,,,,,,2
564,260,36,340,,,,,,,,,2
564,252,36,348,,,,,0.0,0.0,0.0,1.0,2
564,244,36,356,,,,,0.0,0.0,0.0,1.0,2
564,236,36,364,,,,,0.0,0.0,0.0,1.0,2
564,228,36,372,,,,,0.0,0.0,0.0,1.0,2
564,220,36,380,,,,,0.0,0.0,0.0,1.0,2
564,212,36,388,,,,,0.0,0.0,0.0,1.0,2
564,204,36,396,,,,,0.0,0.0,0.0,1.0,2
564,196,36,404,,,,,0.0,0.0,0.0,1.0,2
564,188,36,412,,,,,0.0,0.0,0.0,1.0,2
564,180,36,420,,,,,0.0,0.0,0.0,1.0,2
564,172,36,428,,,,,0.0,0.0,0.0,1.0,2
564,164,36,436,,,,,0.0,0.0,0.0,1.0,2
564,156,36,444,,,,,0.0,0.0,0.0,1.0,2
564,148,36,452,,,,,0.0,0.0,0.0,1.0,2
564,140,36,460,,,,,0.0,0.0,0.0,1.0,2
564,132,36,468,,,,,0.0,0.0,0.0,1.0,2
564,124,36,476,,,,,0.0,0.0,0.0,1.0,2
564,116,36,484,,,,,0.0,0.0,0.0,1.0,2
564,108,36,492,,,,,0.0,0.0,0.0,1.0,2
564,100,36,500,,,,,0.0,0.0,0.0,1.0,2
564,92,36,508,,,,,0.0,0.0,0.0,1.0,2
564,84,36,516,,,,,0.0,0.0,0.0,1.0,2
564,76,36,524,,,,,0.0,0.0,0.0,1.0,2
564,68,36,532,,,,,0.0,0.0,0.0,1.0,3
556,76,44,524,,,,,0.0,0.0,1.0,0.0,3
548,84,52,516,,,,,0.0,0.0,1.0,0.0,3
540,92,60,508,,,,,0.0,0.0,1.0,0.0,3
532,100,68,500,,,,,0.0,0.0,1.0,0.0,3
524,108,76,492,,,,,0.0,0.0,1.0,0.0,3
516,116,84,484,,,,,0.0,0.0,1.0,0.0,3
508,124,92,476,,,,,0.0,0.0,1.0,0.0,3
500,132,100,468,,,,,0.0,0.0,1.0,0.0,3
492,140,108,460,,,,,0.0,0.0,1.0,0.0,3
484,148,116,452,,,,,0.0,0.0,1.0,0.0,3
476,156,124,444,,,,,0.0,0.0,1.0,0.0,3
468,164,132,436,,,,,,,,,3
460,172,140,428,,,,,,,,,3
452,180,148,420,,,,,,,,,3
444,188,156,412,,,,,,,,,3
436,196,164,404,,,,,,,,,3
428,204,172,396,,,,,,,,,3
420,212,180,388,,,,,,,,,3
412,220,188,380,,,,,,,,,3
404,228,196,372,,,,,,,,,3
396,236,204,364,,,,,,,,,2
396,244,204,356,,,,,0.0,1.0,0.0,0.0,2
396,252,204,348,,,,,0.0,1.0,0.0,0.0,3
388,260,212,340,,,,,,,,,3
380,268,220,332,,,,,,,,,3
372,276,228,324,,,,,,,,,3
364,284,236,316,,,,,,,,,3
356,292,244,308,,,,,,,,,3
348,300,252,300,,,,,,,,,3
340,308,260,292,,,,,,,,,3
332,316,268,284,,,,,,,,,3
324,324,276,276,,,,,,,,,3
316,332,284,268,,,,,,,,,3
308,340,292,260,,,,,,,,,3
300,348,300,252,,,,,,,,,3
292,356,308,244,,,,,,,,,3
284,364,316,236,,,,,,,,,3
276,372,324,228,,,,,,,,,3
268,380,332,220,,,,,,,,,3
260,388,340,212,,,,,,,,,2
260,396,340,204,,,,,0.0,1.0,0.0,0.0,2
260,404,340,196,,,,,0.0,1.0,0.0,0.0,2
260,412,340,188,,,,,0.0,1.0,0.0,0.0,3
252,420,348,180,,,,,,,,,3
244,428,356,172,,,,,,,,,3
236,428,364,172,,,,,0.0,0.0,1.0,0.0,3
228,428,372,172,,,,,0.0,0.0,1.0,0.0,3
220,428,380,172,,,,,0.0,0.0,1.0,0.0,3
212,428,388,172,,,,,0.0,0.0,1.0,0.0,3
204,428,396,172,,,,,0.0,0.0,1.0,0.0,3
196,428,404,172,,,,,0.0,0.0,1.0,0.0,3
188,428,412,172,,,,,0.0,0.0,1.0,0.0,3
180,428,420,172,,,,,0.0,0.0,1.0,0.0,3
172,428,428,172,,,,,0.0,0.0,1.0,0.0,3
164,428,436,172,,,,,0.0,0.0,1.0,0.0,3
156,428,444,172,,,,,0.0,0.0,1.0,0.0,3
148,428,452,172,,,,,0.0,0.0,1.0,0.0,3
140,428,460,172,,,,,0.0,0.0,1.0,0.0,3
132,428,468,172,,,,,0.0,0.0,1.0,0.0,3
124,428,476,172,,,,,0.0,0.0,1.0,0.0,3
116,428,484,172,,,,,0.0,0.0,1.0,0.0,3
108,428,492,172,,,,,0.0,0.0,1.0,0.0,3
100,428,500,172,,,,,0.0,0.0,1.0,0.0,3
92,428,508,172,,,,,0.0,0.0,1.0,0.0,3
84,428,516,172,,,,,0.0,0.0,1.0,0.0,3
76,428,524,172,,,,,0.0,0.0,1.0,0.0,3
68,428,532,172,,,,,0.0,0.0,1.0,0.0,3
60,428,540,172,,,,,0.0,0.0,1.0,0.0,3
52,428,548,172,,,,,0.0,0.0,1.0,0.0,3
44,428,556,172,,,,,0.0,0.0,1.0,0.0,2
52,428,548,172,,,,,1.0,0.0,0.0,0.0,2
60,428,540,172,,,,,1.0,0.0,0.0,0.0,2
68,428,532,172,,,,,1.0,0.0,0.0,0.0,2
76,428,524,172,,,,,1.0,0.0,0.0,0.0,2
84,420,516,180,,,,,0.0,0.0,0.0,1.0,2
92,412,508,188,,,,,0.0,0.0,0.0,1.0,2
100,404,500,196,,,,,0.0,0.0,0.0,1.0,2
108,396,492,204,,,,,0.0,0.0,0.0,1.0,2
116,388,484,212,,,,,0.0,0.0,0.0,1.0,2
124,380,476,220,,,,,0.0,0.0,0.0,1.0,2
132,372,468,228,,,,,0.0,0.0,0.0,1.0,2
140,364,460,236,,,,,0.0,0.0,0.0,1.0,2
148,356,452,244,,,,,0.0,0.0,0.0,1.0,2
156,348,444,252,,,,,,,,,2
164,340,436,260,,,,,,,,,2
172,332,428,268,,,,,,,,,2
180,324,420,276,,,,,,,,,2
188,316,412,284,,,,,,,,,2
196,308,404,292,,,,,,,,,2
204,300,396,300,,,,,,,,,2
212,300,388,300,,,,,1.0,0.0,0.0,0.0,2
220,300,380,300,,,,,1.0,0.0,0.0,0.0,2
228,300,372,300,,,,,1.0,0.0,0.0,0.0,2
236,300,364,300,,,,,1.0,0.0,0.0,0.0,2
244,300,356,300,,,,,1.0,0.0,0.0,0.0,2
252,300,348,300,,,,,1.0,0.0,0.0,0.0,2
260,300,340,300,,,,,1.0,0.0,0.0,0.0,2
268,300,332,300,,,,,1.0,0.0,0.0,0.0,2
276,300,324,300,,,,,1.0,0.0,0.0,0.0,2
284,300,316,300,,,,,1.0,0.0,0.0,0.0,2
292,300,308,300,,,,,1.0,0.0,0.0,0.0,2
300,300,300,300,,,,,1.0,0.0,0.0,0.0,2
308,300,292,300,,,,,1.0,0.0,0.0,0.0,2
316,300,284,300,,,,,1.0,0.0,0.0,0.0,2
324,300,276,300,,,,,1.0,0.0,0.0,0.0,2
332,300,268,300,,,,,1.0,0.0,0.0,0.0,2
340,300,260,300,,,,,1.0,0.0,0.0,0.0,2
348,300,252,300,,,,,1.0,0.0,0.0,0.0,2
356,300,244,300,,,,,1.0,0.0,0.0,0.0,2
364,300,236,300,,,,,1.0,0.0,0.0,0.0,2
372,300,228,300,,,,,1.0,0.0,0.0,0.0,2
380,300,220,300,,,,,1.0,0.0,0.0,0.0,2
388,300,212,300,,,,,1.0,0.0,0.0,0.0,2
396,300,204,300,,,,,1.0,0.0,0.0,0.0,2
404,300,196,300,,,,,1.0,0.0,0.0,0.0,2
412,300,188,300,,,,,1.0,0.0,0.0,0.0,2
420,300,180,300,,,,,1.0,0.0,0.0,0.0,2
428,300,172,300,,,,,1.0,0.0,0.0,0.0,2
436,300,164,300,,,,,1.0,0.0,0.0,0.0,2
444,300,156,300,,,,,1.0,0.0,0.0,0.0,2
452,300,148,300,,,,,1.0,0.0,0.0,0.0,0
444,292,156,308,,,,,0.0,0.0,0.0,1.0,0
436,284,164,316,,,,,0.0,0.0,0.0,1.0,0
428,276,172,324,,,,,0.0,0.0,0.0,1.0,0
420,268,180,332,,,,,0.0,0.0,0.0,1.0,0
412,260,188,340,,,,,0.0,0.0,0.0,1.0,3
404,260,196,340,,,,,0.0,0.0,1.0,0.0,3
396,260,204,340,,,,,0.0,0.0,1.0,0.0,3
388,260,212,340,,,,,0.0,0.0,1.0,0.0,3
380,260,220,340,,,,,0.0,0.0,1.0,0.0,3
372,260,228,340,,,,,0.0,0.0,1.0,0.0,3
364,260,236,340,,,,,0.0,0.0,1.0,0.0,3
356,260,244,340,,,,,0.0,0.0,1.0,0.0,3
348,260,252,340,,,,,0.0,0.0,1.0,0.0,3
340,260,260,340,,,,,0.0,0.0,1.0,0.0,3
332,260,268,340,,,,,0.0,0.0,1.0,0.0,3
324,260,276,340,,,,,0.0,0.0,1.0,0.0,3
316,260,284,340,,,,,0.0,0.0,1.0,0.0,3
308,260,292,340,,,,,0.0,0.0,1.0,0.0,3
300,260,300,340,,,,,0.0,0.0,1.0,0.0,3
292,260,308,340,,,,,0.0,0.0,1.0,0.0,3
284,260,316,340,,,,,0.0,0.0,1.0,0.0,3
276,260,324,340,,,,,0.0,0.0,1.0,0.0,3
268,260,332,340,,,,,0.0,0.0,1.0,0.0,3
260,260,340,340,,,,,0.0,0.0,1.0,0.0,3
252,268,348,332,,,,,0.0,0.0,1.0,0.0,3
244,276,356,324,,,,,0.0,0.0,1.0,0.0,3
236,284,364,316,,,,,0.0,0.0,1.0,0.0,3
228,292,372,308,,,,,0.0,0.0,1.0,0.0,3
220,300,380,300,,,,,0.0,0.0,1.0,0.0,3
212,308,388,292,,,,,,,,,3
204,316,396,284,,,,,,,,,3
196,324,404,276,,,,,,,,,3
188,332,412,268,,,,,,,,,3
180,340,420,260,,,,,,,,,3
172,348,428,252,,,,,,,,,3
164,356,436,244,,,,,,,,,3
156,364,444,236,,,,,,,,,3
148,372,452,228,,,,,,,,,3
140,380,460,220,,,,,,,,,3
132,388,468,212,,,,,,,,,3
124,396,476,204,,,,,,,,,3
116,404,484,196,,,,,,,,,3
108,412,492,188,,,,,,,,,3
100,420,500,180,,,,,,,,,3
92,428,508,172,,,,,,,,,2
92,436,508,164,,,,,0.0,1.0,0.0,0.0,2
92,444,508,156,,,,,0.0,1.0,0.0,0.0,2
92,452,508,148,,,,,0.0,1.0,0.0,0.0,2
92,460,508,140,,,,,0.0,1.0,0.0,0.0,2
92,468,508,132,,,,,0.0,1.0,0.0,0.0,2
92,476,508,124,,,,,0.0,1.0,0.0,0.0,2
92,484,508,116,,,,,0.0,1.0,0.0,0.0,2
92,492,508,108,,,,,0.0,1.0,0.0,0.0,2
92,500,508,100,,,,,0.0,1.0,0.0,0.0,2
92,508,508,92,,,,,0.0,1.0,0.0,0.0,2
92,516,508,84,,,,,0.0,1.0,0.0,0.0,2
92,524,508,76,,,,,0.0,1.0,0.0,0.0,2
100,516,500,84,,,,,1.0,0.0,0.0,0.0,2
108,508,492,92,,,,,1.0,0.0,0.0,0.0,2
116,500,484,100,,,,,1.0,0.0,0.0,0.0,2
124,492,476,108,,,,,1.0,0.0,0.0,0.0,2
132,484,468,116,,,,,1.0,0.0,0.0,0.0,2
140,476,460,124,,,,,1.0,0.0,0.0,0.0,2
148,468,452,132,,,,,1.0,0.0,0.0,0.0,2
156,460,444,140,,,,,1.0,0.0,0.0,0.0,2
164,452,436,148,,,,,1.0,0.0,0.0,0.0,2
172,444,428,156,,,,,1.0,0.0,0.0,0.0,2
180,436,420,164,,,,,1.0,0.0,0.0,0.0,2
188,436,412,164,,,,,1.0,0.0,0.0,0.0,2
196,436,404,164,,,,,1.0,0.0,0.0,0.0,2
204,436,396,164,,,,,1.0,0.0,0.0,0.0,2
212,436,388,164,,,,,1.0,0.0,0.0,0.0,2
220,436,380,164,,,,,1.0,0.0,0.0,0.0,2
228,436,372,164,,,,,1.0,0.0,0.0,0.0,2
236,436,364,164,,,,,1.0,0.0,0.0,0.0,2
244,436,356,164,,,,,1.0,0.0,0.0,0.0,2
252,436,348,164,,,,,1.0,0.0,0.0,0.0,2
260,436,340,164,,,,,1.0,0.0,0.0,0.0,2
268,436,332,164,,,,,1.0,0.0,0.0,0.0,2
276,436,324,164,,,,,1.0,0.0,0.0,0.0,2
284,436,316,164,,,,,1.0,0.0,0.0,0.0,2
292,436,308,164,,,,,1.0,0.0,0.0,0.0,2
300,436,300,164,,,,,1.0,0.0,0.0,0.0,2
308,436,292,164,,,,,1.0,0.0,0.0,0.0,2
316,436,284,164,,,,,1.0,0.0,0.0,0.0,2
324,436,276,164,,,,,1.0,0.0,0.0,0.0,2
332,436,268,164,,,,,1.0,0.0,0.0,0.0,2
340,436,260,164,,,,,1.0,0.0,0.0,0.0,2
348,436,252,164,,,,,1.0,0.0,0.0,0.0,2
356,436,244,164,,,,,1.0,0.0,0.0,0.0,2
364,436,236,164,,,,,1.0,0.0,0.0,0.0,2
372,436,228,164,,,,,1.0,0.0,0.0,0.0,2
380,436,220,164,,,,,1.0,0.0,0.0,0.0,2
388,436,212,164,,,,,1.0,0.0,0.0,0.0,2
396,436,204,164,,,,,1.0,0.0,0.0,0.0,2
404,436,196,164,,,,,1.0,0.0,0.0,0.0,2
412,436,188,164,,,,,1.0,0.0,0.0,0.0,2
420,436,180,164,,,,,1.0,0.0,0.0,0.0,2
428,436,172,164,,,,,1.0,0.0,0.0,0.0,2
436,436,164,164,,,,,1.0,0.0,0.0,0.0,2
444,436,156,164,,,,,1.0,0.0,0.0,0.0,2
452,436,148,164,,,,,1.0,0.0,0.0,0.0,2
460,436,140,164,,,,,1.0,0.0,0.0,0.0,2
468,436,132,164,,,,,1.0,0.0,0.0,0.0,2
476,436,124,164,,,,,1.0,0.0,0.0,0.0,2
484,436,116,164,,,,,1.0,0.0,0.0,0.0,2
492,436,108,164,,,,,1.0,0.0,0.0,0.0,2
500,436,100,164,,,,,1.0,0.0,0.0,0.0,2
508,436,92,164,,,,,1.0,0.0,0.0,0.0,2
516,436,84,164,,,,,1.0,0.0,0.0,0.0,2
524,436,76,164,,,,,1.0,0.0,0.0,0.0,2
532,436,68,164,,,,,1.0,0.0,0.0,0.0,2
540,436,60,164,,,,,1.0,0.0,0.0,0.0,2
548,436,52,164,,,,,1.0,0.0,0.0,0.0,2
556,436,44,164,,,,,1.0,0.0,0.0,0.0,0
548,428,52,172,,,,,0.0,0.0,0.0,1.0,0
540,420,60,180,,,,,0.0,0.0,0.0,1.0,0
532,412,68,188,,,,,0.0,0.0,0.0,1.0,0
524,404,76,196,,,,,0.0,0.0,0.0,1.0,0
516,396,84,204,,,,,0.0,0.0,0.0,1.0,0
508,388,92,212,,,,,0.0,0.0,0.0,1.0,0
500,380,100,220,,,,,0.0,0.0,0.0,1.0,0
492,372,108,228,,,,,0.0,0.0,0.0,1.0,0
484,364,116,236,,,,,0.0,0.0,0.0,1.0,0
476,356,124,244,,,,,0.0,0.0,0.0,1.0,0
468,348,132,252,,,,,0.0,0.0,0.0,1.0,0
460,340,140,260,,,,,0.0,0.0,0.0,1.0,0
452,332,148,268,,,,,0.0,0.0,0.0,1.0,0
444,324,156,276,,,,,0.0,0.0,0.0,1.0,0
436,316,164,284,,,,,0.0,0.0,0.0,1.0,0
428,308,172,292,,,,,,,,,0
420,300,180,300,,,,,,,,,0
412,292,188,308,,,,,,,,,0
404,284,196,316,,,,,,,,,0
396,276,204,324,,,,,,,,,0
388,268,212,332,,,,,,,,,0
380,260,220,340,,,,,,,,,0
372,252,228,348,,,,,,,,,0
364,244,236,356,,,,,,,,,0
356,236,244,364,,,,,,,,,0
348,228,252,372,,,,,,,,,0
340,220,260,380,,,,,,,,,0
332,212,268,388,,,,,,,,,0
324,204,276,396,,,,,,,,,0
316,196,284,404,,,,,,,,,0
308,188,292,412,,,,,,,,,2
308,180,292,420,,,,,0.0,0.0,0.0,1.0,2
308,172,292,428,,,,,0.0,0.0,0.0,1.0,2
308,164,292,436,,,,,0.0,0.0,0.0,1.0,2
308,156,292,444,,,,,0.0,0.0,0.0,1.0,2
308,148,292,452,,,,,0.0,0.0,0.0,1.0,2
308,140,292,460,,,,,0.0,0.0,0.0,1.0,2
308,132,292,468,,,,,0.0,0.0,0.0,1.0,2
308,124,292,476,,,,,0.0,0.0,0.0,1.0,2
308,116,292,484,,,,,0.0,0.0,0.0,1.0,2
308,108,292,492,,,,,0.0,0.0,0.0,1.0,2
308,100,292,500,,,,,0.0,0.0,0.0,1.0,2
308,92,292,508,,,,,0.0,0.0,0.0,1.0,3
300,100,300,500,,,,,0.0,0.0,1.0,0.0,3
292,108,308,492,,,,,0.0,0.0,1.0,0.0,3
284,116,316,484,,,,,0.0,0.0,1.0,0.0,3
276,124,324,476,,,,,0.0,0.0,1.0,0.0,3
268,132,332,468,,,,,0.0,0.0,1.0,0.0,3
260,140,340,460,,,,,0.0,0.0,1.0,0.0,3
252,148,348,452,,,,,0.0,0.0,1.0,0.0,3
244,156,356,444,,,,,0.0,0.0,1.0,0.0,3
236,164,364,436,,,,,0.0,0.0,1.0,0.0,3
228,172,372,428,,,,,0.0,0.0,1.0,0.0,3
220,180,380,420,,,,,0.0,0.0,1.0,0.0,2
220,188,380,412,,,,,0.0,1.0,0.0,0.0,2
220,196,380,404,,,,,0.0,1.0,0.0,0.0,2
220,204,380,396,,,,,0.0,1.0,0.0,0.0,2
220,212,380,388,,,,,0.0,1.0,0.0,0.0,2
220,220,380,380,,,,,0.0,1.0,0.0,0.0,2
220,228,380,372,,,,,0.0,1.0,0.0,0.0,2
220,236,380,364,,,,,0.0,1.0,0.0,0.0,2
220,244,380,356,,,,,0.0,1.0,0.0,0.0,2
220,252,380,348,,,,,0.0,1.0,0.0,0.0,2
220,260,380,340,,,,,0.0,1.0,0.0,0.0,2
220,268,380,332,,,,,0.0,1.0,0.0,0.0,2
220,276,380,324,,,,,0.0,1.0,0.0,0.0,2
220,284,380,316,,,,,0.0,1.0,0.0,0.0,2
220,292,380,308,,,,,0.0,1.0,0.0,0.0,2
220,300,380,300,,,,,0.0,1.0,0.0,0.0,2
220,308,380,292,,,,,0.0,1.0,0.0,0.0,2
220,316,380,284,,,,,0.0,1.0,0.0,0.0,2
228,308,372,292,,,,,1.0,0.0,0.0,0.0,2
236,300,364,300,,,,,1.0,0.0,0.0,0.0,2
244,292,356,308,,,,,1.0,0.0,0.0,0.0,2
252,284,348,316,,,,,1.0,0.0,0.0,0.0,2
260,276,340,324,,,,,1.0,0.0,0.0,0.0,2
268,268,332,332,,,,,1.0,0.0,0.0,0.0,2
276,260,324,340,,,,,1.0,0.0,0.0,0.0,2
284,252,316,348,,,,,1.0,0.0,0.0,0.0,2
292,244,308,356,,,,,1.0,0.0,0.0,0.0,2
300,236,300,364,,,,,1.0,0.0,0.0,0.0,0
292,228,308,372,,,,,0.0,0.0,0.0,1.0,0
284,220,316,380,,,,,0.0,0.0,0.0,1.0,0
276,212,324,388,,,,,0.0,0.0,0.0,1.0,0
268,204,332,396,,,,,0.0,0.0,0.0,1.0,0
260,196,340,404,,,,,0.0,0.0,0.0,1.0,0
252,188,348,412,,,,,0.0,0.0,0.0,1.0,0
244,180,356,420,,,,,0.0,0.0,0.0,1.0,0
236,172,364,428,,,,,0.0,0.0,0.0,1.0,0
228,164,372,436,,,,,0.0,0.0,0.0,1.0,0
220,156,380,444,,,,,0.0,0.0,0.0,1.0,0
212,148,388,452,,,,,,,,,0
204,140,396,460,,,,,,,,,3
196,140,404,460,,,,,0.0,0.0,1.0,0.0,3
188,140,412,460,,,,,0.0,0.0,1.0,0.0,3
180,140,420,460,,,,,0.0,0.0,1.0,0.0,3
172,140,428,460,,,,,0.0,0.0,1.0,0.0,3
164,140,436,460,,,,,0.0,0.0,1.0,0.0,3
156,140,444,460,,,,,0.0,0.0,1.0,0.0,3
148,140,452,460,,,,,0.0,0.0,1.0,0.0,3
140,140,460,460,,,,,0.0,0.0,1.0,0.0,3
132,148,468,452,,,,,0.0,0.0,1.0,0.0,3
124,156,476,444,,,,,0.0,0.0,1.0,0.0,3
116,164,484,436,,,,,0.0,0.0,1.0,0.0,3
108,172,492,428,,,,,0.0,0.0,1.0,0.0,3
100,180,500,420,,,,,0.0,0.0,1.0,0.0,3
92,188,508,412,,,,,0.0,0.0,1.0,0.0,2
92,196,508,404,,,,,0.0,1.0,0.0,0.0,2
92,204,508,396,,,,,0.0,1.0,0.0,0.0,2
92,212,508,388,,,,,0.0,1.0,0.0,0.0,2
92,220,508,380,,,,,0.0,1.0,0.0,0.0,2
92,228,508,372,,,,,0.0,1.0,0.0,0.0,2
92,236,508,364,,,,,0.0,1.0,0.0,0.0,2
92,244,508,356,,,,,0.0,1.0,0.0,0.0,2
92,252,508,348,,,,,0.0,1.0,0.0,0.0,2
92,260,508,340,,,,,0.0,1.0,0.0,0.0,2
92,268,508,332,,,,,0.0,1.0,0.0,0.0,2
92,276,508,324,,,,,0.0,1.0,0.0,0.0,2
